user_id,nama,gender,usia,kota,pekerjaan,pendapatan_bulanan,saldo_saat_ini,tujuan,usia_target_tujuan,persona
U0765,Nasabah0765,wanita,21,Makassar,Karyawan swasta,8000000,10195381,Dana pendidikan anak,31,Numpang Lewat
U0766,Nasabah0766,pria,20,Medan,Wiraswasta,7000000,8502448,Dana darurat,33,Konsumtif
U0767,Nasabah0767,wanita,37,Denpasar,PNS,8000000,16993021,Beli mobil,51,Penabung Disiplin
U0768,Nasabah0768,pria,29,Semarang,Karyawan swasta,10000000,22284026,Beli mobil,39,Konsumtif
U0769,Nasabah0769,wanita,37,Denpasar,Karyawan BUMN,5000000,10745067,Beli rumah,46,Penabung Disiplin
U0770,Nasabah0770,pria,35,Denpasar,PNS,6000000,14819307,Dana pensiun,48,Penabung Disiplin
U0771,Nasabah0771,wanita,29,Yogyakarta,Karyawan swasta,9000000,16293681,Beli mobil,39,Berkembang
U0772,Nasabah0772,pria,23,Yogyakarta,Karyawan BUMN,7000000,11385518,Dana pensiun,36,Numpang Lewat
U0773,Nasabah0773,wanita,36,Makassar,Guru,10000000,26999675,Liburan,40,Penabung Disiplin
U0774,Nasabah0774,pria,29,Medan,Wiraswasta,4000000,3258030,Dana pensiun,53,Numpang Lewat
U0775,Nasabah0775,wanita,20,Jakarta,Freelancer,4000000,2466772,Dana pensiun,26,Defisit
U0776,Nasabah0776,pria,37,Jakarta,Freelancer,9000000,25229700,Liburan,57,Berkembang
U0777,Nasabah0777,wanita,24,Yogyakarta,Guru,4500000,10456985,Dana pensiun,30,Penabung Disiplin
U0778,Nasabah0778,pria,39,Yogyakarta,Karyawan BUMN,4500000,7654644,Beli rumah,45,Penabung Disiplin
U0779,Nasabah0779,wanita,27,Medan,Karyawan BUMN,9000000,15749073,Liburan,47,Konsumtif
U0780,Nasabah0780,pria,25,Makassar,Freelancer,4500000,7718505,Beli mobil,46,Konsumtif
U0781,Nasabah0781,wanita,22,Denpasar,Guru,9000000,11601596,Beli rumah,32,Berkembang
U0782,Nasabah0782,pria,31,Makassar,Karyawan BUMN,10000000,20824747,Beli mobil,38,Penabung Disiplin
U0783,Nasabah0783,wanita,25,Yogyakarta,Freelancer,6000000,757125,Dana darurat,36,Defisit
U0784,Nasabah0784,pria,29,Surabaya,Guru,4500000,6288811,Beli rumah,34,Penabung Disiplin
U0785,Nasabah0785,wanita,21,Jakarta,PNS,10000000,23133991,Beli rumah,44,Penabung Disiplin
U0786,Nasabah0786,pria,40,Semarang,Guru,8000000,11428582,Dana pendidikan anak,56,Konsumtif
U0787,Nasabah0787,wanita,31,Denpasar,Wiraswasta,4000000,2723261,Dana pendidikan anak,45,Defisit
U0788,Nasabah0788,pria,22,Semarang,Karyawan swasta,7000000,18241021,Dana darurat,37,Penabung Disiplin
U0789,Nasabah0789,wanita,21,Surabaya,Karyawan BUMN,9000000,19635771,Dana pensiun,40,Konsumtif
U0790,Nasabah0790,pria,39,Surabaya,Guru,5000000,3191209,Dana darurat,45,Defisit
U0791,Nasabah0791,wanita,29,Semarang,Wiraswasta,8000000,17898944,Menikah,53,Berkembang
U0792,Nasabah0792,pria,25,Yogyakarta,PNS,4500000,5215854,Liburan,31,Numpang Lewat
U0793,Nasabah0793,wanita,27,Medan,Karyawan swasta,4000000,4514641,Menikah,39,Defisit
U0794,Nasabah0794,pria,44,Makassar,Guru,12000000,22283278,Menikah,66,Berkembang
U0795,Nasabah0795,wanita,34,Surabaya,Wiraswasta,5000000,7732372,Dana darurat,45,Konsumtif
U0796,Nasabah0796,pria,31,Medan,Karyawan BUMN,4000000,7423158,Dana pensiun,47,Numpang Lewat
U0797,Nasabah0797,wanita,30,Medan,Freelancer,9000000,12433039,Dana pensiun,54,Defisit
U0798,Nasabah0798,pria,38,Jakarta,Freelancer,4500000,6148862,Dana darurat,54,Berkembang
U0799,Nasabah0799,wanita,31,Jakarta,Wiraswasta,12000000,20935551,Beli rumah,34,Berkembang
U0800,Nasabah0800,pria,36,Bandung,PNS,4000000,9413983,Dana darurat,50,Penabung Disiplin
U0801,Nasabah0801,wanita,23,Semarang,Guru,9000000,18704447,Dana pensiun,28,Penabung Disiplin
U0802,Nasabah0802,pria,20,Bandung,PNS,4000000,6362372,Beli mobil,42,Numpang Lewat
U0803,Nasabah0803,wanita,35,Denpasar,Guru,12000000,30367903,Dana darurat,51,Berkembang
U0804,Nasabah0804,pria,23,Yogyakarta,PNS,9000000,16635536,Dana darurat,45,Berkembang
U0805,Nasabah0805,wanita,41,Yogyakarta,Freelancer,12000000,31250595,Beli mobil,44,Konsumtif
U0806,Nasabah0806,pria,34,Jakarta,Guru,7000000,14387976,Beli mobil,49,Penabung Disiplin
U0807,Nasabah0807,wanita,28,Jakarta,Karyawan swasta,10000000,19229923,Beli rumah,46,Berkembang
U0808,Nasabah0808,pria,22,Bandung,Karyawan BUMN,5000000,8210279,Beli mobil,42,Berkembang
U0809,Nasabah0809,wanita,27,Denpasar,Karyawan BUMN,7000000,12428940,Liburan,34,Konsumtif
U0810,Nasabah0810,pria,20,Bandung,Guru,6000000,16943074,Menikah,36,Berkembang
U0811,Nasabah0811,wanita,33,Makassar,PNS,6000000,9479872,Menikah,39,Penabung Disiplin
U0812,Nasabah0812,pria,32,Makassar,Karyawan swasta,12000000,28585754,Beli rumah,40,Berkembang
U0813,Nasabah0813,wanita,26,Bandung,PNS,8000000,12549119,Dana pensiun,46,Numpang Lewat
U0814,Nasabah0814,pria,25,Semarang,Guru,4000000,2770611,Beli rumah,30,Defisit
U0815,Nasabah0815,wanita,23,Medan,Karyawan swasta,12000000,28372829,Dana pendidikan anak,33,Penabung Disiplin
U0816,Nasabah0816,pria,31,Yogyakarta,Karyawan BUMN,10000000,19066950,Dana pendidikan anak,35,Penabung Disiplin
U0817,Nasabah0817,wanita,31,Surabaya,Guru,8000000,11314951,Liburan,35,Berkembang
U0818,Nasabah0818,pria,20,Yogyakarta,Freelancer,10000000,28059763,Dana pensiun,29,Konsumtif
U0819,Nasabah0819,wanita,20,Makassar,Wiraswasta,10000000,20535006,Menikah,28,Berkembang
U0820,Nasabah0820,pria,42,Makassar,Karyawan BUMN,6000000,6278517,Liburan,59,Berkembang
U0821,Nasabah0821,wanita,24,Jakarta,Guru,7000000,12861960,Beli rumah,38,Penabung Disiplin
U0822,Nasabah0822,pria,27,Bandung,Freelancer,10000000,15671083,Beli mobil,30,Numpang Lewat
U0823,Nasabah0823,wanita,42,Jakarta,PNS,5000000,9806648,Beli rumah,49,Penabung Disiplin
U0824,Nasabah0824,pria,32,Medan,Wiraswasta,8000000,11736331,Dana pendidikan anak,37,Berkembang
U0825,Nasabah0825,wanita,21,Jakarta,Karyawan swasta,10000000,25165302,Beli mobil,31,Penabung Disiplin
U0826,Nasabah0826,pria,23,Semarang,Karyawan swasta,4000000,1745656,Beli rumah,28,Defisit
U0827,Nasabah0827,wanita,31,Makassar,Wiraswasta,9000000,21059205,Beli rumah,47,Berkembang
U0828,Nasabah0828,pria,23,Surabaya,Karyawan swasta,5000000,13343367,Dana pendidikan anak,31,Penabung Disiplin
U0829,Nasabah0829,wanita,23,Semarang,PNS,4500000,6160066,Dana pensiun,40,Berkembang
U0830,Nasabah0830,pria,32,Yogyakarta,Guru,10000000,17989779,Dana pendidikan anak,51,Penabung Disiplin
U0831,Nasabah0831,wanita,20,Medan,Karyawan swasta,4500000,5936133,Beli rumah,26,Berkembang
U0832,Nasabah0832,pria,20,Jakarta,PNS,9000000,21625545,Beli rumah,39,Penabung Disiplin
U0833,Nasabah0833,wanita,34,Surabaya,PNS,5000000,5643030,Menikah,55,Penabung Disiplin
U0834,Nasabah0834,pria,26,Yogyakarta,PNS,8000000,13779231,Liburan,43,Konsumtif
U0835,Nasabah0835,wanita,36,Surabaya,Karyawan BUMN,5000000,9012234,Beli rumah,52,Berkembang
U0836,Nasabah0836,pria,22,Medan,Freelancer,10000000,21051453,Liburan,44,Numpang Lewat
U0837,Nasabah0837,wanita,20,Denpasar,Karyawan swasta,12000000,32164908,Beli mobil,40,Berkembang
U0838,Nasabah0838,pria,22,Jakarta,PNS,4000000,3527771,Beli mobil,34,Numpang Lewat
U0839,Nasabah0839,wanita,45,Medan,PNS,5000000,10700433,Dana pensiun,66,Penabung Disiplin
U0840,Nasabah0840,pria,36,Yogyakarta,Wiraswasta,4500000,1813809,Dana darurat,40,Defisit
U0841,Nasabah0841,wanita,34,Makassar,Karyawan BUMN,9000000,16520952,Dana pensiun,47,Berkembang
U0842,Nasabah0842,pria,42,Makassar,Karyawan BUMN,9000000,14691263,Dana pendidikan anak,53,Penabung Disiplin
U0843,Nasabah0843,wanita,23,Bandung,Karyawan swasta,5000000,10906336,Liburan,27,Penabung Disiplin
U0844,Nasabah0844,pria,22,Semarang,Freelancer,6000000,6372276,Liburan,28,Berkembang
U0845,Nasabah0845,wanita,32,Surabaya,PNS,10000000,18390350,Dana pensiun,52,Numpang Lewat
U0846,Nasabah0846,pria,30,Makassar,PNS,12000000,30502360,Dana pensiun,53,Berkembang
U0847,Nasabah0847,wanita,26,Bandung,Freelancer,5000000,5941235,Dana darurat,37,Numpang Lewat
U0848,Nasabah0848,pria,30,Semarang,Karyawan swasta,4000000,4171173,Beli mobil,53,Penabung Disiplin
U0849,Nasabah0849,wanita,43,Makassar,Guru,4500000,4923946,Dana pensiun,61,Berkembang
U0850,Nasabah0850,pria,20,Medan,Wiraswasta,10000000,22186928,Beli mobil,31,Penabung Disiplin
U0851,Nasabah0851,wanita,36,Surabaya,Wiraswasta,4500000,8292066,Dana pendidikan anak,51,Numpang Lewat
U0852,Nasabah0852,pria,28,Jakarta,Guru,7000000,10516953,Menikah,46,Konsumtif
U0853,Nasabah0853,wanita,24,Jakarta,Freelancer,12000000,34012678,Dana pensiun,43,Penabung Disiplin
U0854,Nasabah0854,pria,34,Medan,Karyawan BUMN,7000000,13518253,Beli rumah,43,Berkembang
U0855,Nasabah0855,wanita,36,Makassar,Karyawan BUMN,7000000,14147377,Beli mobil,57,Penabung Disiplin
U0856,Nasabah0856,pria,29,Denpasar,Guru,4500000,2511962,Liburan,45,Defisit
U0857,Nasabah0857,wanita,27,Jakarta,Guru,6000000,10413651,Liburan,49,Berkembang
U0858,Nasabah0858,pria,20,Makassar,Wiraswasta,6000000,10683210,Dana darurat,44,Berkembang
U0859,Nasabah0859,wanita,28,Bandung,PNS,4000000,3372166,Liburan,48,Berkembang
U0860,Nasabah0860,pria,31,Makassar,Guru,12000000,22942079,Menikah,54,Berkembang
U0861,Nasabah0861,wanita,35,Semarang,Karyawan BUMN,5000000,3513714,Dana pensiun,39,Numpang Lewat
U0862,Nasabah0862,pria,21,Medan,Karyawan swasta,4000000,2897638,Liburan,44,Defisit
U0863,Nasabah0863,wanita,24,Medan,Karyawan swasta,7000000,17575305,Menikah,41,Penabung Disiplin
U0864,Nasabah0864,pria,26,Surabaya,Wiraswasta,6000000,13069032,Menikah,50,Penabung Disiplin
U0865,Nasabah0865,wanita,37,Surabaya,Karyawan BUMN,7000000,7860446,Dana pensiun,58,Berkembang
U0866,Nasabah0866,pria,24,Denpasar,Freelancer,5000000,7417034,Dana darurat,44,Numpang Lewat
U0867,Nasabah0867,wanita,39,Surabaya,Freelancer,12000000,31083246,Beli rumah,58,Konsumtif
U0868,Nasabah0868,pria,35,Yogyakarta,Karyawan swasta,5000000,3649373,Menikah,55,Konsumtif
U0869,Nasabah0869,wanita,32,Semarang,Freelancer,7000000,9920852,Liburan,39,Konsumtif
U0870,Nasabah0870,pria,22,Semarang,Karyawan swasta,4500000,1895605,Beli mobil,46,Defisit
U0871,Nasabah0871,wanita,20,Denpasar,Freelancer,4000000,2008234,Dana pensiun,38,Defisit
U0872,Nasabah0872,pria,25,Denpasar,Karyawan BUMN,4500000,2084365,Beli mobil,49,Defisit
U0873,Nasabah0873,wanita,20,Denpasar,Karyawan swasta,9000000,22233200,Dana pendidikan anak,28,Berkembang
U0874,Nasabah0874,pria,24,Jakarta,Guru,6000000,5601809,Beli mobil,37,Numpang Lewat
U0875,Nasabah0875,wanita,20,Semarang,Guru,4000000,2435911,Menikah,37,Defisit
U0876,Nasabah0876,pria,25,Medan,Guru,7000000,20742468,Beli mobil,40,Penabung Disiplin
U0877,Nasabah0877,wanita,39,Surabaya,Karyawan swasta,4000000,5588170,Dana pendidikan anak,47,Berkembang
U0878,Nasabah0878,pria,30,Medan,Wiraswasta,12000000,21410080,Dana pensiun,43,Numpang Lewat
U0879,Nasabah0879,wanita,33,Makassar,Wiraswasta,10000000,24097349,Beli mobil,44,Berkembang
U0880,Nasabah0880,pria,26,Medan,Karyawan BUMN,10000000,16358827,Menikah,43,Konsumtif
U0881,Nasabah0881,wanita,24,Surabaya,Freelancer,12000000,27343557,Dana darurat,29,Penabung Disiplin
U0882,Nasabah0882,pria,32,Surabaya,Karyawan BUMN,8000000,14492197,Dana pendidikan anak,55,Konsumtif
U0883,Nasabah0883,wanita,22,Jakarta,Freelancer,5000000,9574265,Liburan,44,Berkembang
U0884,Nasabah0884,pria,30,Makassar,Karyawan BUMN,10000000,20397213,Menikah,51,Berkembang
U0885,Nasabah0885,wanita,30,Semarang,PNS,9000000,10967360,Liburan,40,Berkembang
U0886,Nasabah0886,pria,41,Surabaya,Karyawan BUMN,9000000,18502488,Dana pendidikan anak,52,Numpang Lewat
U0887,Nasabah0887,wanita,24,Denpasar,Karyawan swasta,5000000,7598006,Beli mobil,42,Penabung Disiplin
U0888,Nasabah0888,pria,29,Jakarta,Karyawan BUMN,8000000,16352862,Liburan,35,Konsumtif
U0889,Nasabah0889,wanita,27,Makassar,Freelancer,6000000,11081345,Liburan,37,Konsumtif
U0890,Nasabah0890,pria,38,Yogyakarta,Guru,8000000,18906537,Dana darurat,52,Penabung Disiplin
U0891,Nasabah0891,wanita,21,Surabaya,Karyawan BUMN,4500000,3466400,Dana darurat,33,Konsumtif
U0892,Nasabah0892,pria,24,Yogyakarta,Wiraswasta,10000000,18257263,Dana darurat,34,Konsumtif
U0893,Nasabah0893,wanita,20,Surabaya,Karyawan swasta,4500000,4721061,Dana pensiun,38,Berkembang
U0894,Nasabah0894,pria,32,Bandung,PNS,4500000,8366410,Beli mobil,36,Penabung Disiplin
U0895,Nasabah0895,wanita,26,Makassar,Wiraswasta,7000000,11044193,Beli mobil,30,Berkembang
U0896,Nasabah0896,pria,28,Yogyakarta,PNS,5000000,3124109,Beli rumah,45,Defisit
U0897,Nasabah0897,wanita,34,Bandung,Freelancer,6000000,13077487,Dana pensiun,37,Penabung Disiplin
U0898,Nasabah0898,pria,31,Jakarta,Wiraswasta,6000000,8602445,Liburan,49,Penabung Disiplin
U0899,Nasabah0899,wanita,30,Makassar,Karyawan swasta,10000000,22768107,Dana darurat,47,Berkembang
U0900,Nasabah0900,pria,29,Surabaya,Karyawan BUMN,4500000,9694944,Beli rumah,45,Penabung Disiplin
U0901,Nasabah0901,wanita,27,Surabaya,Wiraswasta,8000000,16328925,Beli rumah,36,Penabung Disiplin
U0902,Nasabah0902,pria,27,Yogyakarta,Karyawan BUMN,5000000,4545448,Dana darurat,33,Defisit
U0903,Nasabah0903,wanita,30,Bandung,Wiraswasta,9000000,24806359,Menikah,48,Penabung Disiplin
U0904,Nasabah0904,pria,35,Bandung,Wiraswasta,8000000,14851172,Dana pendidikan anak,51,Numpang Lewat
U0905,Nasabah0905,wanita,22,Medan,Guru,10000000,17432210,Beli rumah,41,Berkembang
U0906,Nasabah0906,pria,28,Yogyakarta,Karyawan swasta,4500000,6497818,Beli rumah,32,Numpang Lewat
U0907,Nasabah0907,wanita,24,Semarang,Karyawan swasta,6000000,13077363,Beli rumah,35,Penabung Disiplin
U0908,Nasabah0908,pria,21,Denpasar,Guru,10000000,14828388,Beli rumah,42,Berkembang
U0909,Nasabah0909,wanita,20,Surabaya,Karyawan swasta,7000000,15137009,Dana pendidikan anak,34,Konsumtif
U0910,Nasabah0910,pria,31,Medan,Karyawan swasta,10000000,15633856,Dana pendidikan anak,44,Konsumtif
U0911,Nasabah0911,wanita,30,Makassar,Freelancer,4500000,3083505,Beli rumah,36,Defisit
U0912,Nasabah0912,pria,20,Jakarta,Wiraswasta,4000000,1976303,Beli rumah,40,Defisit
U0913,Nasabah0913,wanita,35,Bandung,Wiraswasta,9000000,15523732,Beli mobil,58,Numpang Lewat
U0914,Nasabah0914,pria,37,Surabaya,Guru,8000000,18184530,Liburan,45,Penabung Disiplin
U0915,Nasabah0915,wanita,29,Denpasar,Freelancer,10000000,19511355,Dana pensiun,45,Berkembang
U0916,Nasabah0916,pria,30,Yogyakarta,Freelancer,12000000,29590882,Dana pensiun,51,Penabung Disiplin
U0917,Nasabah0917,wanita,33,Makassar,Karyawan BUMN,4000000,3359276,Beli mobil,43,Defisit
U0918,Nasabah0918,pria,35,Denpasar,PNS,8000000,24435129,Beli mobil,38,Penabung Disiplin
U0919,Nasabah0919,wanita,20,Yogyakarta,Freelancer,7000000,16792418,Dana darurat,28,Berkembang
U0920,Nasabah0920,pria,25,Surabaya,Guru,5000000,7312442,Dana pendidikan anak,28,Penabung Disiplin
U0921,Nasabah0921,wanita,27,Surabaya,Karyawan BUMN,7000000,19151802,Menikah,47,Konsumtif
U0922,Nasabah0922,pria,28,Denpasar,Karyawan BUMN,6000000,9605448,Dana darurat,49,Penabung Disiplin
U0923,Nasabah0923,wanita,43,Jakarta,Freelancer,10000000,13390799,Dana pensiun,53,Penabung Disiplin
U0924,Nasabah0924,pria,40,Semarang,Karyawan BUMN,12000000,21802710,Dana pendidikan anak,44,Numpang Lewat
U0925,Nasabah0925,wanita,21,Surabaya,Freelancer,4500000,7738362,Liburan,27,Penabung Disiplin
U0926,Nasabah0926,pria,26,Medan,Karyawan BUMN,10000000,14560544,Dana pendidikan anak,40,Berkembang
U0927,Nasabah0927,wanita,24,Jakarta,Guru,4000000,2739739,Dana pendidikan anak,37,Defisit
U0928,Nasabah0928,pria,32,Jakarta,Guru,9000000,7780526,Dana darurat,49,Berkembang
U0929,Nasabah0929,wanita,31,Bandung,Karyawan BUMN,5000000,9698650,Beli mobil,53,Konsumtif
U0930,Nasabah0930,pria,29,Bandung,Karyawan BUMN,12000000,22659984,Dana pendidikan anak,50,Numpang Lewat
U0931,Nasabah0931,wanita,39,Yogyakarta,Freelancer,12000000,32579135,Menikah,46,Konsumtif
U0932,Nasabah0932,pria,29,Makassar,Karyawan BUMN,10000000,30954098,Beli rumah,51,Konsumtif
U0933,Nasabah0933,wanita,27,Denpasar,Guru,8000000,14851195,Dana darurat,32,Numpang Lewat
U0934,Nasabah0934,pria,35,Yogyakarta,Guru,12000000,38889635,Beli mobil,40,Konsumtif
U0935,Nasabah0935,wanita,40,Denpasar,Freelancer,4500000,5866911,Dana pendidikan anak,47,Numpang Lewat
U0936,Nasabah0936,pria,22,Yogyakarta,Freelancer,10000000,19611046,Beli mobil,35,Berkembang
U0937,Nasabah0937,wanita,20,Surabaya,PNS,7000000,10006197,Beli rumah,32,Berkembang
U0938,Nasabah0938,pria,33,Jakarta,Karyawan swasta,4000000,2292669,Beli rumah,44,Defisit
U0939,Nasabah0939,wanita,25,Yogyakarta,PNS,4000000,2775420,Beli mobil,34,Defisit
U0940,Nasabah0940,pria,37,Jakarta,Freelancer,12000000,31928146,Dana pendidikan anak,61,Berkembang
U0941,Nasabah0941,wanita,20,Medan,PNS,10000000,24324311,Liburan,40,Penabung Disiplin
U0942,Nasabah0942,pria,26,Jakarta,Guru,4000000,6012889,Dana darurat,31,Penabung Disiplin
U0943,Nasabah0943,wanita,36,Denpasar,PNS,7000000,12881989,Menikah,42,Konsumtif
U0944,Nasabah0944,pria,28,Semarang,Freelancer,4000000,2547377,Dana pensiun,41,Defisit
U0945,Nasabah0945,wanita,29,Jakarta,Guru,9000000,15852533,Beli mobil,50,Berkembang
U0946,Nasabah0946,pria,29,Yogyakarta,Karyawan swasta,10000000,28246912,Dana pensiun,40,Penabung Disiplin
U0947,Nasabah0947,wanita,31,Medan,Karyawan BUMN,5000000,4484157,Dana pendidikan anak,44,Defisit
U0948,Nasabah0948,pria,31,Medan,Guru,4500000,5405724,Beli mobil,53,Penabung Disiplin
U0949,Nasabah0949,wanita,30,Medan,Guru,8000000,18077694,Dana pendidikan anak,45,Konsumtif
U0950,Nasabah0950,pria,30,Surabaya,Guru,5000000,10733634,Beli rumah,34,Penabung Disiplin
U0951,Nasabah0951,wanita,27,Jakarta,Wiraswasta,10000000,13662226,Beli mobil,47,Berkembang
U0952,Nasabah0952,pria,45,Jakarta,Guru,9000000,24390006,Menikah,52,Konsumtif
U0953,Nasabah0953,wanita,30,Makassar,Wiraswasta,9000000,11724877,Menikah,50,Numpang Lewat
U0954,Nasabah0954,pria,22,Surabaya,Guru,6000000,12165772,Beli mobil,28,Penabung Disiplin
U0955,Nasabah0955,wanita,35,Medan,Freelancer,9000000,15034470,Beli mobil,53,Berkembang
U0956,Nasabah0956,pria,20,Bandung,Freelancer,4500000,7696954,Beli mobil,38,Konsumtif
U0957,Nasabah0957,wanita,30,Jakarta,Karyawan swasta,10000000,23399418,Beli mobil,48,Konsumtif
U0958,Nasabah0958,pria,22,Jakarta,PNS,9000000,18930106,Liburan,42,Numpang Lewat
U0959,Nasabah0959,wanita,26,Jakarta,Guru,10000000,19682741,Beli rumah,38,Numpang Lewat
U0960,Nasabah0960,pria,20,Jakarta,Freelancer,12000000,25053866,Liburan,32,Penabung Disiplin
U0961,Nasabah0961,wanita,30,Makassar,Karyawan swasta,6000000,9261268,Beli mobil,45,Penabung Disiplin
U0962,Nasabah0962,pria,28,Medan,Karyawan swasta,12000000,28651905,Menikah,38,Penabung Disiplin
U0963,Nasabah0963,wanita,32,Surabaya,Karyawan BUMN,6000000,9078134,Liburan,54,Berkembang
U0964,Nasabah0964,pria,39,Bandung,PNS,5000000,3544851,Dana pensiun,46,Defisit
U0965,Nasabah0965,wanita,25,Yogyakarta,Karyawan swasta,8000000,22088332,Liburan,32,Berkembang
U0966,Nasabah0966,pria,30,Makassar,Karyawan swasta,7000000,8868972,Dana darurat,42,Berkembang
U0967,Nasabah0967,wanita,23,Surabaya,Wiraswasta,9000000,11370318,Dana darurat,32,Berkembang
U0968,Nasabah0968,pria,34,Makassar,Wiraswasta,7000000,10725756,Liburan,57,Defisit
U0969,Nasabah0969,wanita,20,Medan,Karyawan BUMN,4500000,4092097,Liburan,32,Numpang Lewat
U0970,Nasabah0970,pria,23,Bandung,Freelancer,4000000,8165781,Menikah,36,Penabung Disiplin
U0971,Nasabah0971,wanita,44,Yogyakarta,Karyawan BUMN,4000000,3177580,Dana darurat,54,Defisit
U0972,Nasabah0972,pria,26,Bandung,Guru,8000000,17069995,Dana pendidikan anak,44,Berkembang
U0973,Nasabah0973,wanita,20,Medan,Wiraswasta,5000000,2728480,Dana pensiun,37,Defisit
U0974,Nasabah0974,pria,37,Surabaya,Guru,12000000,22704521,Liburan,50,Berkembang
U0975,Nasabah0975,wanita,27,Medan,Wiraswasta,12000000,24007020,Dana pensiun,38,Penabung Disiplin
U0976,Nasabah0976,pria,24,Denpasar,PNS,6000000,10977932,Liburan,29,Berkembang
U0977,Nasabah0977,wanita,34,Jakarta,Karyawan BUMN,4500000,5029927,Dana pendidikan anak,38,Defisit
U0978,Nasabah0978,pria,20,Makassar,Wiraswasta,9000000,17459442,Dana darurat,42,Berkembang
U0979,Nasabah0979,wanita,27,Denpasar,Karyawan swasta,8000000,15333469,Dana darurat,51,Penabung Disiplin
U0980,Nasabah0980,pria,24,Denpasar,PNS,12000000,26821910,Beli rumah,32,Berkembang
U0981,Nasabah0981,wanita,32,Bandung,Karyawan swasta,6000000,7251988,Dana pensiun,49,Berkembang
U0982,Nasabah0982,pria,29,Jakarta,Wiraswasta,4500000,7785167,Beli mobil,48,Numpang Lewat
U0983,Nasabah0983,wanita,33,Denpasar,PNS,4000000,1409263,Beli mobil,37,Defisit
U0984,Nasabah0984,pria,37,Makassar,Guru,10000000,10000244,Liburan,56,Numpang Lewat
U0985,Nasabah0985,wanita,26,Yogyakarta,PNS,8000000,13846050,Liburan,35,Konsumtif
U0986,Nasabah0986,pria,32,Yogyakarta,Karyawan BUMN,10000000,17235845,Beli rumah,48,Berkembang
U0987,Nasabah0987,wanita,20,Bandung,Wiraswasta,6000000,9199971,Beli mobil,36,Berkembang
U0988,Nasabah0988,pria,41,Surabaya,PNS,6000000,14355075,Liburan,46,Konsumtif
U0989,Nasabah0989,wanita,22,Jakarta,PNS,12000000,32917138,Liburan,27,Konsumtif
U0990,Nasabah0990,pria,41,Semarang,PNS,7000000,5678892,Liburan,58,Numpang Lewat
U0991,Nasabah0991,wanita,31,Yogyakarta,PNS,10000000,21155504,Dana pensiun,45,Numpang Lewat
U0992,Nasabah0992,pria,20,Denpasar,Karyawan swasta,7000000,9940598,Beli mobil,35,Numpang Lewat
U0993,Nasabah0993,wanita,26,Bandung,PNS,5000000,3060819,Beli mobil,40,Defisit
U0994,Nasabah0994,pria,20,Makassar,Karyawan BUMN,4500000,10683492,Menikah,29,Berkembang
U0995,Nasabah0995,wanita,30,Denpasar,Guru,10000000,25130894,Liburan,36,Penabung Disiplin
U0996,Nasabah0996,pria,27,Bandung,Wiraswasta,4000000,2907018,Dana darurat,46,Defisit
U0997,Nasabah0997,wanita,26,Jakarta,Guru,10000000,22858273,Liburan,42,Konsumtif
U0998,Nasabah0998,pria,30,Makassar,Wiraswasta,4500000,7852829,Dana pendidikan anak,45,Konsumtif
U0999,Nasabah0999,wanita,36,Yogyakarta,Wiraswasta,9000000,27061977,Dana pensiun,49,Penabung Disiplin
U1000,Nasabah1000,pria,37,Medan,Freelancer,10000000,19313588,Beli rumah,52,Konsumtif
