trx_id,user_id,tanggal_waktu,arah,kategori,merchant_id,merchant_nama,metode,tujuan,nominal,saldo_setelah
T129103,U0875,2026-07-23 08:50:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,14239,1309414
T129101,U0875,2026-07-23 08:51:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,16754,1292660
T129102,U0875,2026-07-23 12:46:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,28348,1264312
T129104,U0875,2026-07-23 20:15:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,69208,1195104
T129105,U0875,2026-07-24 10:43:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,18733,1176371
T129106,U0875,2026-07-24 13:07:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,28474,1147897
T129110,U0875,2026-07-25 07:18:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,15275,1132622
T129107,U0875,2026-07-25 10:11:00,masuk,Gaji,,,Transfer,BNI,4000000,5132622
T129108,U0875,2026-07-25 15:40:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,837328,4295294
T129109,U0875,2026-07-25 21:45:00,keluar,Life Goals,,,Transfer,BNI,47074,4248220
T129111,U0875,2026-07-26 09:20:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,15937,4232283
T129112,U0875,2026-07-26 11:32:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,30469,4201814
T129115,U0875,2026-07-27 07:09:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,15377,4186437
T129113,U0875,2026-07-27 08:12:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,15942,4170495
T129114,U0875,2026-07-27 13:46:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,29625,4140870
T129116,U0875,2026-07-27 13:51:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,205080,3935790
T129117,U0875,2026-07-28 08:31:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,18420,3917370
T129118,U0875,2026-07-29 14:59:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,26614,3890756
T129119,U0875,2026-07-29 16:40:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,156145,3734611
T129122,U0875,2026-07-30 10:23:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,13003,3721608
T129120,U0875,2026-07-30 10:54:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,17601,3704007
T129121,U0875,2026-07-30 12:11:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,23271,3680736
T129123,U0875,2026-07-31 08:26:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,14857,3665879
T129124,U0875,2026-07-31 11:37:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,30542,3635337
T129125,U0875,2026-07-31 14:50:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,12139,3623198
T129126,U0875,2026-07-31 17:55:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,187296,3435902
T129129,U0875,2026-08-01 07:17:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,16749,3419153
T129127,U0875,2026-08-01 07:47:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,17865,3401288
T129128,U0875,2026-08-01 12:40:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,23428,3377860
T129130,U0875,2026-08-02 13:06:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,29571,3348289
T129131,U0875,2026-08-03 07:52:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,580627,2767662
T129134,U0875,2026-08-03 12:45:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,204060,2563602
T129132,U0875,2026-08-03 13:20:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,20810,2542792
T129133,U0875,2026-08-03 22:59:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,84689,2458103
T129137,U0875,2026-08-04 08:29:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,17409,2440694
T129135,U0875,2026-08-04 09:16:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,18282,2422412
T129136,U0875,2026-08-04 11:16:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,22831,2399581
T129138,U0875,2026-08-05 08:59:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,19570,2380011
T129139,U0875,2026-08-05 10:22:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,15558,2364453
T129140,U0875,2026-08-05 17:49:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,85220,2279233
T129141,U0875,2026-08-06 10:39:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,14521,2264712
T129142,U0875,2026-08-06 12:53:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,30652,2234060
T129143,U0875,2026-08-06 19:19:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,12796,2221264
T129144,U0875,2026-08-07 10:10:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,18503,2202761
T129145,U0875,2026-08-07 14:39:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,21946,2180815
T129146,U0875,2026-08-08 11:34:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,23953,2156862
T129147,U0875,2026-08-09 07:28:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,18606,2138256
T129148,U0875,2026-08-09 13:52:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,24525,2113731
T129149,U0875,2026-08-09 18:29:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,15581,2098150
T129150,U0875,2026-08-10 08:28:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,15852,2082298
T129151,U0875,2026-08-10 12:04:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,26236,2056062
T129152,U0875,2026-08-10 16:28:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,83701,1972361
T129153,U0875,2026-08-11 10:11:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,16812,1955549
T129154,U0875,2026-08-11 12:46:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,24640,1930909
T129155,U0875,2026-08-12 09:58:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,17047,1913862
T129156,U0875,2026-08-12 13:47:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,23286,1890576
T129157,U0875,2026-08-12 13:58:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,16903,1873673
T129158,U0875,2026-08-13 09:44:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,18943,1854730
T129159,U0875,2026-08-14 10:16:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,17825,1836905
T129160,U0875,2026-08-14 13:14:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,29737,1807168
T129161,U0875,2026-08-15 10:09:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,15276,1791892
T129162,U0875,2026-08-15 12:30:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,30059,1761833
T129163,U0875,2026-08-15 17:41:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,198616,1563217
T129164,U0875,2026-08-16 07:42:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,19195,1544022
T129165,U0875,2026-08-16 12:37:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,26066,1517956
T129166,U0875,2026-08-16 18:13:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,211881,1306075
T129167,U0875,2026-08-17 09:48:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,15458,1290617
T129168,U0875,2026-08-17 14:01:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,21269,1269348
T129169,U0875,2026-08-18 10:48:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,16599,1252749
T129170,U0875,2026-08-18 12:38:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,23640,1229109
T129171,U0875,2026-08-18 17:17:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,16691,1212418
T129172,U0875,2026-08-18 18:34:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,213406,999012
T129173,U0875,2026-08-19 10:24:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,18432,980580
T129174,U0875,2026-08-19 11:00:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,24665,955915
T129175,U0875,2026-08-20 08:25:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,16129,939786
T129176,U0875,2026-08-20 09:48:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,14926,924860
T129177,U0875,2026-08-20 14:07:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,173476,751384
T129178,U0875,2026-08-21 07:42:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,15519,735865
T129179,U0875,2026-08-21 12:50:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,25053,710812
T129180,U0875,2026-08-22 10:08:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,19521,691291
T129184,U0875,2026-08-22 13:19:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,193706,497585
T129181,U0875,2026-08-22 14:13:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,24731,472854
T129183,U0875,2026-08-22 19:38:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,74198,398656
T129182,U0875,2026-08-22 21:56:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,13303,385353
T129185,U0875,2026-08-23 07:01:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,20752,364601
T129186,U0875,2026-08-24 10:36:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,17732,346869
T129187,U0875,2026-08-24 11:21:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,29354,317515
T129188,U0875,2026-08-25 09:14:00,masuk,Gaji,,,Transfer,BNI,4000000,4317515
T129191,U0875,2026-08-25 10:20:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,14924,4302591
T129190,U0875,2026-08-25 15:02:00,keluar,Investasi,,,Transfer,BNI,47074,4255517
T129194,U0875,2026-08-26 06:36:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,17984,4237533
T129192,U0875,2026-08-26 08:41:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,19265,4218268
T129193,U0875,2026-08-26 11:03:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,27160,4191108
T129195,U0875,2026-08-26 21:42:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,160865,4030243
T129198,U0875,2026-08-27 08:39:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,13146,4017097
T129196,U0875,2026-08-27 10:19:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,19201,3997896
T129197,U0875,2026-08-27 11:40:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,22625,3975271
T129189,U0875,2026-08-27 17:49:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,837328,3137943
T129201,U0875,2026-08-28 06:14:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,14785,3123158
T129199,U0875,2026-08-28 08:52:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,17138,3106020
T129200,U0875,2026-08-28 14:38:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,22331,3083689
T129202,U0875,2026-08-29 13:30:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,28632,3055057
T129203,U0875,2026-08-30 10:38:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,16299,3038758
T129204,U0875,2026-08-30 11:23:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,23026,3015732
T129205,U0875,2026-08-30 11:25:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,15746,2999986
T129206,U0875,2026-08-31 08:29:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,19413,2980573
T129207,U0875,2026-08-31 11:52:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,29033,2951540
T129209,U0875,2026-08-31 21:06:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,214496,2737044
T129208,U0875,2026-08-31 21:52:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,65535,2671509
T129210,U0875,2026-09-01 07:01:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,18167,2653342
T129211,U0875,2026-09-02 10:17:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,15532,2637810
T129212,U0875,2026-09-02 14:15:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,24197,2613613
T129213,U0875,2026-09-02 21:32:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,151047,2462566
T129215,U0875,2026-09-03 09:15:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,16380,2446186
T129214,U0875,2026-09-03 09:56:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,560937,1885249
T129216,U0875,2026-09-03 12:46:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,20899,1864350
T129217,U0875,2026-09-04 08:52:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,18812,1845538
T129218,U0875,2026-09-04 11:34:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,29199,1816339
T129219,U0875,2026-09-04 19:43:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,180560,1635779
T129220,U0875,2026-09-05 08:47:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,16169,1619610
T129221,U0875,2026-09-05 12:20:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,26709,1592901
T129222,U0875,2026-09-06 07:41:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,19251,1573650
T129224,U0875,2026-09-06 12:26:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,13376,1560274
T129223,U0875,2026-09-06 12:47:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,24035,1536239
T129225,U0875,2026-09-07 07:42:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,16232,1520007
T129226,U0875,2026-09-07 12:58:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,22513,1497494
T129227,U0875,2026-09-07 15:02:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,12519,1484975
T129228,U0875,2026-09-08 09:28:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,20939,1464036
T129229,U0875,2026-09-08 14:45:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,23225,1440811
T129230,U0875,2026-09-08 17:18:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,16450,1424361
T129231,U0875,2026-09-08 21:08:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,79119,1345242
T129232,U0875,2026-09-09 09:10:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,16880,1328362
T129233,U0875,2026-09-09 13:08:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,23094,1305268
T129234,U0875,2026-09-10 07:05:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,15860,1289408
T129236,U0875,2026-09-10 11:26:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,15918,1273490
T129235,U0875,2026-09-10 14:58:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,30664,1242826
T129237,U0875,2026-09-11 07:00:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,16803,1226023
T129238,U0875,2026-09-12 07:27:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,15185,1210838
T129239,U0875,2026-09-12 22:39:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,159748,1051090
T129240,U0875,2026-09-13 09:56:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,17812,1033278
T129241,U0875,2026-09-13 12:52:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,164245,869033
T129242,U0875,2026-09-14 09:25:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,20472,848561
T129243,U0875,2026-09-14 12:18:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,29151,819410
T129244,U0875,2026-09-14 20:53:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,14557,804853
T129245,U0875,2026-09-15 07:32:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,14516,790337
T129246,U0875,2026-09-15 12:17:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,28146,762191
T129249,U0875,2026-09-15 16:01:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,161896,600295
T129248,U0875,2026-09-15 18:38:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,83197,517098
T129247,U0875,2026-09-15 21:07:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,12375,504723
T129250,U0875,2026-09-16 10:40:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,18265,486458
T129251,U0875,2026-09-16 13:53:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,21058,465400
T129253,U0875,2026-09-17 08:14:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,15143,450257
T129252,U0875,2026-09-17 08:35:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,17691,432566
T129254,U0875,2026-09-17 20:50:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,181963,250603
T129255,U0875,2026-09-18 10:28:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,17082,233521
T129256,U0875,2026-09-18 12:56:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,30021,203500
T129257,U0875,2026-09-18 13:42:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,67234,136266
T129258,U0875,2026-09-19 07:57:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,15103,121163
T129259,U0875,2026-09-19 11:03:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,23285,97878
T129260,U0875,2026-09-20 10:21:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,14700,83178
T129262,U0875,2026-09-20 11:09:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,18032,65146
T129261,U0875,2026-09-20 11:18:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,29245,35901
T129264,U0875,2026-09-20 11:23:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,34106,1795
T129263,U0875,2026-09-20 20:13:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,1705,89
T129265,U0875,2026-09-21 08:32:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,85,4
T129266,U0875,2026-09-21 13:12:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,4,0
T129267,U0875,2026-09-21 18:59:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,0,0
T129268,U0875,2026-09-22 08:15:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,0,0
T129270,U0875,2026-09-22 11:54:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,0,0
T129269,U0875,2026-09-22 12:35:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,0,0
T129271,U0875,2026-09-22 21:15:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,0,0
T129272,U0875,2026-09-23 09:57:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,0,0
T129273,U0875,2026-09-23 11:52:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,0,0
T129274,U0875,2026-09-23 20:33:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,0,0
T129275,U0875,2026-09-24 10:22:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,0,0
T129276,U0875,2026-09-24 11:55:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,0,0
T129277,U0875,2026-09-24 19:31:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,0,0
T129278,U0875,2026-09-25 08:24:00,masuk,Gaji,,,Transfer,BNI,4000000,4000000
T129281,U0875,2026-09-25 12:43:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,21572,3978428
T129280,U0875,2026-09-25 13:19:00,keluar,Investasi,,,Transfer,BNI,47074,3931354
T129282,U0875,2026-09-25 15:31:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,216457,3714897
T129283,U0875,2026-09-26 10:01:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,14818,3700079
T129284,U0875,2026-09-26 16:41:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,195528,3504551
T129285,U0875,2026-09-27 07:58:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,17447,3487104
T129286,U0875,2026-09-27 13:01:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,23647,3463457
T129287,U0875,2026-09-27 13:56:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,190218,3273239
T129279,U0875,2026-09-27 15:43:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,837328,2435911
T129289,U0876,2026-06-30 08:16:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,18016,10455410
T129288,U0876,2026-06-30 13:09:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,29277,10426133
T129290,U0876,2026-07-01 16:09:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,21269,10404864
T129292,U0876,2026-07-02 08:48:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,25192,10379672
T129291,U0876,2026-07-02 12:28:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,32422,10347250
T129293,U0876,2026-07-03 06:53:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,406706,9940544
T129294,U0876,2026-07-03 17:34:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,18521,9922023
T129295,U0876,2026-07-04 07:00:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,24204,9897819
T129296,U0876,2026-07-04 10:29:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,269596,9628223
T129297,U0876,2026-07-05 12:59:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,28091,9600132
T129298,U0876,2026-07-05 21:20:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,19097,9581035
T129300,U0876,2026-07-06 09:15:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,23045,9557990
T129299,U0876,2026-07-06 13:10:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,30684,9527306
T129301,U0876,2026-07-06 15:32:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,85058,9442248
T129303,U0876,2026-07-07 11:53:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,21834,9420414
T129302,U0876,2026-07-07 14:28:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,27661,9392753
T129304,U0876,2026-07-08 13:19:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,24549,9368204
T129305,U0876,2026-07-09 14:20:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,27835,9340369
T129306,U0876,2026-07-09 16:05:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,25974,9314395
T129307,U0876,2026-07-10 11:15:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,34235,9280160
T129309,U0876,2026-07-11 06:22:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,18247,9261913
T129308,U0876,2026-07-11 13:20:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,31426,9230487
T129311,U0876,2026-07-12 11:02:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,279681,8950806
T129310,U0876,2026-07-12 18:50:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,26458,8924348
T129312,U0876,2026-07-13 14:18:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,27180,8897168
T129313,U0876,2026-07-13 17:08:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,20539,8876629
T129314,U0876,2026-07-14 11:30:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,36011,8840618
T129315,U0876,2026-07-15 10:46:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,31222,8809396
T129316,U0876,2026-07-16 13:34:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,32469,8776927
T129318,U0876,2026-07-17 12:15:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,23519,8753408
T129317,U0876,2026-07-17 14:39:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,32981,8720427
T129319,U0876,2026-07-19 11:41:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,34102,8686325
T129320,U0876,2026-07-19 21:57:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,18068,8668257
T129322,U0876,2026-07-20 07:34:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,20675,8647582
T129321,U0876,2026-07-20 13:01:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,25800,8621782
T129323,U0876,2026-07-21 13:08:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,29502,8592280
T129324,U0876,2026-07-21 20:13:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,20137,8572143
T129325,U0876,2026-07-22 14:54:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,18425,8553718
T129326,U0876,2026-07-23 15:14:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,18939,8534779
T129327,U0876,2026-07-24 09:20:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,38802,8495977
T129329,U0876,2026-07-24 12:14:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,21714,8474263
T129328,U0876,2026-07-24 12:38:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,33054,8441209
T129330,U0876,2026-07-25 08:33:00,masuk,Gaji,,,Transfer,BNI,7000000,15441209
T129333,U0876,2026-07-25 08:50:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,40639,15400570
T129334,U0876,2026-07-25 11:55:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,30419,15370151
T129335,U0876,2026-07-26 11:07:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,32676,15337475
T129336,U0876,2026-07-26 16:06:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,21249,15316226
T129337,U0876,2026-07-26 17:49:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,84111,15232115
T129331,U0876,2026-07-26 18:21:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,375625,14856490
T129332,U0876,2026-07-27 10:55:00,keluar,Investasi,,,Transfer,BNI,1114859,13741631
T129338,U0876,2026-07-27 14:15:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,31740,13709891
T129339,U0876,2026-07-29 07:33:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,25243,13684648
T129340,U0876,2026-07-30 09:23:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,32715,13651933
T129341,U0876,2026-07-31 14:28:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,29027,13622906
